"employee_id","department","工作业绩","工作能力","工作态度","工作业绩_z","工作业绩_std","工作能力_z","工作能力_std","工作态度_z","工作态度_std","综合得分","部门排名","公司排名"
"30","行政部",87.0152596842797,85.6478247062319,90.2976152369022,1.80313405911264,93.0313405911264,-0.00670729245742009,74.9329270754258,1.5263829497573,90.263829497573,87.0483143177055,"1","1"
"6","技术部",83.5753249344164,82.7545610164004,82.9105859242128,1.71992742142494,92.1992742142494,0.69522858910851,81.9522858910851,0.192702318170091,76.9270231817009,86.0707275107904,"1","2"
"3","技术部",82.7935415707456,83.5805026441801,81.0003778489917,1.55599442985117,90.5599442985117,1.08681680625284,85.8681680625284,-0.487286248053745,70.1271375194626,85.0658500719069,"2","3"
"16","销售部",93.3607394104092,72.3844570839832,89.1022854787868,1.52040422917001,90.2040422917001,-1.02944512607946,64.7055487392054,1.39475513375816,88.9475513375816,82.303196035128,"1","4"
"19","销售部",90.1040677046911,81.8998255916816,85.7252139189966,0.474661950043648,79.7466195004365,0.728561128928765,82.2856112892876,0.546677245528143,80.4667724552814,80.6523476280608,"2","5"
"14","销售部",88.3320481478354,88.8447798266926,82.1631969496704,-0.0943471296216661,74.0565287037833,2.01167202221864,95.1167202221864,-0.347845649738337,71.5215435026166,79.8675891190709,"3","6"
"28","行政部",82.6134924713461,86.7538412489082,88.8703629816676,0.620891996921531,81.2089199692153,0.423760696096778,79.2376069609678,0.222983759366549,77.2298375936655,79.8217095916311,"2","7"
"7","技术部",77.304581029946,82.2156706141504,83.3446293358883,0.405008410068586,79.0500841006859,0.439734587164892,79.3973458716489,0.3472114321314,78.472114321314,79.0386686761004,"3","8"
"24","行政部",79.0844350828354,89.1058068520434,89.2887530970377,-0.326954602581608,71.7304539741839,1.33915921254246,88.3915921254246,0.605067119642058,81.0506711964206,78.5928388640035,"3","9"
"27","行政部",85.3511481779781,80.3537415873093,90.1936780262987,1.35618115957147,88.5618115957147,-2.06719483808389,54.3280516191611,1.43146512730846,89.3146512730846,78.4422515382226,"4","10"
"11","销售部",91.6722453923184,74.5264651053974,83.0358753357739,0.978215841046879,84.7821584104688,-0.633699706774116,68.6630029322588,-0.128691501036631,73.7130849896337,77.7325970828388,"4","11"
"4","技术部",75.3525419571229,83.5125339501322,78.9442738506787,-0.00431675563236218,74.9568324436764,1.05459208379224,85.5459208379224,-1.21921028709237,62.8078971290764,75.7037718990302,"4","12"
"5","技术部",75.6464386758047,83.28632432655,78.7846263205733,0.0573107623554981,75.573107623555,0.947343556511239,84.4734355651124,-1.27604100438741,62.2395899561259,75.5765024725364,"5","13"
"22","行政部",81.1281003413668,84.9143597339539,88.7705608022527,0.221940173719885,77.2194017371989,-0.292176070824412,72.0782392917559,0.131842141357825,76.3184214135782,75.4968569388418,"5","14"
"17","销售部",89.4935514346877,75.9855758235046,83.860907971796,0.278620490133512,77.7862049013351,-0.364122572992417,71.3587742700758,0.0784974564049304,75.7849745640493,75.4577296445002,"5","15"
"13","销售部",89.2023143517821,71.6730182421587,89.022954097849,0.185102027615774,76.8510202761577,-1.16088658659373,63.3911341340627,1.37483278718512,88.7483278718512,75.1925159526679,"6","16"
"15","销售部",86.3324765957378,84.039809991525,82.2479655341306,-0.736424901383329,67.6357509861667,1.12393267523314,86.2393267523314,-0.326557868054,71.73442131946,74.0365577826748,"7","17"
"26","行政部",75.2532267570303,89.5494118132886,88.6635639278314,-1.35595395958414,61.4404604041586,1.51181281039718,90.1181281039718,0.0341301643870107,75.3413016438701,72.8239289620449,"6","18"
"1","技术部",72.1976217672389,81.7058568859073,83.1389184482796,-0.66587535221816,68.3412464778184,0.198026163465413,76.9802616346541,0.273983256972811,77.7398325697281,72.8126682432511,"6","19"
"10","技术部",72.7716901495002,78.4781159959505,88.1502540568814,-0.545498337759668,69.5450166224033,-1.33228210287021,61.6771789712979,2.05789934421127,95.5789934421127,72.3914606910136,"7","20"
"20","销售部",86.5816257768162,77.5831546676409,84.4444345502438,-0.656421187160019,68.4357881283998,-0.0689628428581533,74.3103715714185,0.225037433309326,77.2503743330933,71.9610804022441,"8","21"
"12","销售部",89.0794414811721,76.960413609902,75.7633244974368,0.145646605833793,76.4564660583379,-0.184016996974161,73.1598300302584,-1.95503407264786,55.4496592735214,71.2661138929508,"9","22"
"21","行政部",77.7287051760526,85.7599555419843,88.0115283717998,-0.691081291530447,68.0891870846955,0.0369346726115817,75.3693467261158,-0.561323521337181,69.3867647866282,70.5327505175081,"7","23"
"25","行政部",79.499842928603,84.3226870430222,87.5590268763625,-0.215382907743329,72.8461709225667,-0.522458479197357,69.7754152080264,-0.974558168989996,65.2544183101,70.4065936857113,"8","24"
"9","技术部",71.5657357405324,78.7761493450403,84.7668024036392,-0.798376210518969,67.0162378948103,-1.19098113934646,63.0901886065354,0.853471162579989,83.5347116257999,69.1421178545257,"8","25"
"2","技术部",73.8491125525836,78.8197140680309,80.4930296406721,-0.319572479096294,71.8042752090371,-1.17032661409614,63.2967338590386,-0.667890123216192,68.3210987678381,68.5553775157977,"9","26"
"29","行政部",77.4474522519522,85.3715627315338,87.3481368289375,-0.766621187417882,67.3337881258212,-0.114230039155701,73.857699608443,-1.16714775227286,63.3285224772714,68.4899084408978,"9","27"
"23","行政部",77.895982206771,84.871388628126,87.2586799364152,-0.646153440468111,68.5384655953189,-0.308900671929289,71.9109932807071,-1.24884181921925,62.5115818078075,68.3448471434331,"10","28"
"8","技术部",68.6746938269673,79.7523531576931,82.1590126801915,-1.40460188847476,60.9539811152524,-0.728151929982355,67.7184807001764,-0.0748398513158591,74.2516014868414,65.6428550650474,"10","29"
"18","销售部",82.1001485301111,75.6667232318839,80.1171291509819,-2.09545792567858,54.0454207432142,-0.423031994108508,70.7696800589149,-0.861670964708878,66.3832903529112,61.5302724598638,"10","30"
